Player,Games Played,Games Started,Total Minutes Played,Average Minutes Per Game,Field Goals Made,Field Goals Attempted,Field Goals Percentage,3pts Made,3pts Attempted,3pts Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Total Points,Average Points Per Game,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Average Rebounds Per Game,Personal Fouls,Assists,Turnovers,Steals,Blocks,Team,Tournament Wins
"East II, Sean",35,1,818,23.4,95,214,0.444,15,68,0.221,51,61,0.836,256,7.3,15,57,72,2.1,69,89,53,47,2,Missouri,1
"Gomillion, Tre ",24,9,406,16.9,45,92,0.489,6,17,0.353,20,29,0.69,116,4.8,23,43,66,2.8,47,38,22,21,3,Missouri,1
"Diarra, Mohamed",25,6,295,11.8,26,65,0.4,4,16,0.25,24,43,0.558,80,3.2,30,52,82,3.3,45,14,20,13,15,Missouri,1
"DeGray III, Ronnie",17,8,168,9.9,12,28,0.429,3,11,0.273,8,10,0.8,35,2.1,15,15,30,1.8,17,4,4,8,7,Missouri,1
"Shaw, Aidan",32,2,337,10.5,36,64,0.563,6,21,0.286,7,12,0.583,85,2.7,20,35,55,1.7,45,4,9,8,10,Missouri,1
"Brown, Kaleb",11,0,86,7.8,4,9,0.444,1,5,0.2,0,0,0,9,0.8,1,3,4,0.4,6,5,8,6,1,Missouri,1
"Francois, Jackson",8,0,6,0.8,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Missouri,1
"Majak, Mabor",8,0,21,2.6,0,1,0,0,0,0,1,2,0.5,1,0.1,2,1,3,0.4,4,0,2,0,1,Missouri,1
"Sternberg, Ben",10,0,10,1,2,6,0.333,1,1,1,1,2,0.5,6,0.6,0,1,1,0.1,0,1,2,0,0,Missouri,1
"Ashworth, Steven",35,25,1163,33.2,167,365,0.458,111,256,0.434,122,139,0.878,567,16.2,11,105,116,3.3,64,158,59,41,1,Utah St,0
"Funk, Taylor",34,34,1037,30.5,165,366,0.451,81,219,0.37,45,50,0.9,456,13.4,42,146,188,5.5,66,59,47,30,25,Utah St,0
"Akin, Dan",35,1,942,26.9,146,218,0.67,1,1,1,126,180,0.7,419,12,52,185,237,6.8,101,32,58,18,24,Utah St,0
"Shulga, Max",35,35,1094,31.3,125,292,0.428,55,151,0.364,112,136,0.824,417,11.9,19,137,156,4.5,55,140,80,26,10,Utah St,0
"Bairstow, Sean",35,35,1102,31.5,148,313,0.473,32,83,0.386,34,62,0.548,362,10.3,43,138,181,5.2,91,92,51,15,7,Utah St,0
"Dorius, Trevin",35,35,488,13.9,85,150,0.567,0,1,0,32,48,0.667,202,5.8,63,76,139,4,78,9,32,15,34,Utah St,0
"Jones, Rylan",13,10,256,19.7,18,49,0.367,10,28,0.357,9,15,0.6,55,4.2,2,15,17,1.3,29,43,16,10,1,Utah St,0
"Hamoda, Zee",34,0,456,13.4,54,131,0.412,21,57,0.368,14,17,0.824,143,4.2,17,61,78,2.3,52,22,40,10,8,Utah St,0
"Eytle-Rock, RJ",34,0,420,12.4,36,84,0.429,14,42,0.333,22,27,0.815,108,3.2,5,31,36,1.1,39,27,26,9,4,Utah St,0
"Brenchley, Landon",6,0,9,1.5,0,0,0,0,0,0,0,1,0,0,0,1,4,5,0.8,0,2,0,0,0,Utah St,0
"Gillis, Conner",6,0,9,1.5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Utah St,0
"Odom, Connor",4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Utah St,0
"Zapala, Szymon",11,0,45,4.1,3,4,0.75,0,1,0,1,3,0.333,7,0.6,3,3,6,0.5,12,1,3,1,2,Utah St,0
"Tubelis, Azuolas",35,34,1056,30.2,274,481,0.57,10,32,0.313,136,178,0.764,694,19.8,93,227,320,9.1,98,70,84,40,24,Arizona,0
"Ballo, Oumar",35,35,967,27.6,189,292,0.647,0,0,0,118,209,0.565,496,14.2,80,222,302,8.6,79,56,65,25,45,Arizona,0
"Ramey, Courtney",32,32,992,31,117,294,0.398,83,206,0.403,20,37,0.541,337,10.5,14,110,124,3.9,64,113,51,34,2,Arizona,0
"Kriisa, Kerr",35,34,1085,31,109,293,0.372,83,227,0.366,46,60,0.767,347,9.9,12,71,83,2.4,82,180,91,20,1,Arizona,0
"Larsson, Pelle",35,18,961,27.5,103,218,0.472,31,87,0.356,111,133,0.835,348,9.9,32,119,151,4.3,79,107,61,28,8,Arizona,0
"Henderson Jr., Cedric",35,20,810,23.1,102,221,0.462,37,92,0.402,42,55,0.764,283,8.1,38,84,122,3.5,77,39,43,27,15,Arizona,0
"Boswell, Kylan",35,0,536,15.3,58,129,0.45,30,77,0.39,15,19,0.789,161,4.6,5,50,55,1.6,41,57,29,26,0,Arizona,0
"Bal, Adama",26,0,213,8.2,20,51,0.392,12,34,0.353,12,17,0.706,64,2.5,5,21,26,1,17,14,13,7,1,Arizona,0
"Krystkowiak, Luc",2,0,4,2,1,1,1,0,0,0,2,2,1,4,2,0,0,0,0,2,2,0,0,0,Arizona,0
"Veesaar, Henri",29,0,205,7.1,26,42,0.619,3,11,0.273,15,21,0.714,70,2.4,14,29,43,1.5,30,15,12,4,12,Arizona,0
"Lang, Matthew",8,1,14,1.8,4,5,0.8,3,4,0.75,0,0,0,11,1.4,2,2,4,0.5,1,0,0,0,0,Arizona,0
"Anderson, Dylan",15,0,56,3.7,7,17,0.412,1,3,0.333,6,8,0.75,21,1.4,4,5,9,0.6,9,2,2,0,1,Arizona,0
"Borovicanin, Filip",14,0,54,3.9,7,13,0.538,2,4,0.5,2,3,0.667,18,1.3,3,9,12,0.9,8,6,5,1,0,Arizona,0
"Menaugh, Will",3,0,5,1.7,2,2,1,0,0,0,0,0,0,4,1.3,0,2,2,0.7,2,0,0,0,1,Arizona,0
"Mains, Jordan",8,1,17,2.1,3,6,0.5,0,0,0,0,0,0,6,0.8,2,4,6,0.8,1,1,2,1,0,Arizona,0
"Ackerley, Ben",4,0,5,1.3,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0.3,0,0,0,0,0,Arizona,0
"Tubelis, Tautvilas",5,0,8,1.6,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0.2,0,0,0,0,0,Arizona,0
"Weitman, Grant",6,0,12,2,1,2,0.5,0,0,0,0,0,0,2,0.3,1,1,2,0.3,3,0,1,0,0,Arizona,0
"Evbuomwan, Tosan ",32,32,1006,31.4,187,363,0.515,11,34,0.324,97,148,0.655,482,15.1,53,148,201,6.3,72,161,94,24,18,Princeton,2
"Langborg, Ryan ",32,32,1002,31.3,138,326,0.423,66,199,0.332,65,79,0.823,407,12.7,10,89,99,3.1,67,51,51,24,18,Princeton,2
"Allocco, Matt ",32,32,1056,33,121,267,0.453,46,120,0.383,55,74,0.743,343,10.7,19,135,154,4.8,64,68,45,24,6,Princeton,2
"Pierce, Caden ",32,31,960,30,92,216,0.426,38,117,0.325,39,60,0.65,261,8.2,68,164,232,7.3,67,39,29,22,19,Princeton,2
"Kellman, Keeshawn ",32,32,540,16.9,105,171,0.614,0,0,0,43,69,0.623,253,7.9,55,88,143,4.5,63,17,51,3,26,Princeton,2
"Peters, Blake ",32,0,439,13.7,60,148,0.405,54,136,0.397,17,23,0.739,191,6,10,47,57,1.8,35,14,9,9,2,Princeton,2
"Austin, Deven ",22,0,334,15.2,43,84,0.512,11,19,0.579,22,29,0.759,119,5.4,11,45,56,2.5,38,13,23,14,13,Princeton,2
"Lee, Xaivian ",32,0,428,13.4,47,125,0.376,13,56,0.232,45,56,0.804,152,4.8,5,51,56,1.8,43,28,28,16,2,Princeton,2
"Martini, Zach ",24,0,344,14.3,33,89,0.371,24,70,0.343,6,7,0.857,96,4,19,49,68,2.8,37,12,14,6,1,Princeton,2
"Scott, Jack ",18,0,121,6.7,18,40,0.45,4,18,0.222,8,11,0.727,48,2.7,7,17,24,1.3,7,13,15,7,0,Princeton,2
"O'Connell, Jacob ",19,1,82,4.3,12,28,0.429,1,6,0.167,5,8,0.625,30,1.6,8,12,20,1.1,4,8,4,3,2,Princeton,2
"Collins, Vernon ",6,0,29,4.8,1,5,0.2,0,0,0,4,6,0.667,6,1,5,4,9,1.5,7,3,0,0,0,Princeton,2
"Kiszka, Konrad ",16,0,84,5.3,7,29,0.241,2,9,0.222,4,6,0.667,20,1.3,5,9,14,0.9,6,4,4,2,0,Princeton,2
"Adebayo, Leyi ",6,0,15,2.5,1,6,0.167,0,3,0,0,0,0,2,0.3,0,2,2,0.3,2,0,1,2,0,Princeton,2
"Byriel, Philip ",11,0,35,3.2,2,9,0.222,2,9,0.222,0,0,0,6,0.5,2,3,5,0.5,0,5,2,0,1,Princeton,2
"Edey, Zach ",34,34,1079,31.7,290,478,0.607,0,0,0,177,241,0.734,757,22.3,186,252,438,12.9,56,52,77,8,72,Purdue,0
"Loyer, Fletcher ",35,35,1010,28.9,124,338,0.367,59,181,0.326,77,97,0.794,384,11,2,58,60,1.7,49,85,43,20,2,Purdue,0
"Smith, Braden ",35,35,1060,30.3,105,240,0.438,38,101,0.376,92,106,0.868,340,9.7,26,121,147,4.2,60,153,69,43,6,Purdue,0
"Gillis, Mason ",32,15,655,20.5,71,155,0.458,37,104,0.356,39,49,0.796,218,6.8,41,81,122,3.8,53,41,31,15,3,Purdue,0
"Newman, Brandon ",35,6,620,17.7,67,185,0.362,35,113,0.31,41,55,0.745,210,6,13,97,110,3.1,52,38,36,18,11,Purdue,0
"Furst, Caleb ",35,21,643,18.4,77,150,0.513,11,41,0.268,29,49,0.592,194,5.5,66,95,161,4.6,53,26,18,13,12,Purdue,0
"Kaufman-Renn, Trey ",35,0,398,11.4,58,117,0.496,5,20,0.25,38,59,0.644,159,4.5,28,36,64,1.8,54,26,26,13,6,Purdue,0
"Morton, Ethan ",35,29,883,25.2,41,128,0.32,26,94,0.277,24,37,0.649,132,3.8,17,85,102,2.9,52,85,33,29,17,Purdue,0
"Jenkins Jr., David ",34,0,516,15.2,44,119,0.37,28,80,0.35,16,24,0.667,132,3.9,5,40,45,1.3,42,26,27,6,0,Purdue,0
"Barrett, Carson ",5,0,10,2,3,4,0.75,0,0,0,0,0,0,6,1.2,1,2,3,0.6,1,2,2,0,0,Purdue,0
"King, Sam ",4,0,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3,1,0,1,0,0,Purdue,0
"Martin, Chase ",4,0,7,1.8,1,3,0.333,0,1,0,0,0,0,2,0.5,0,2,2,0.5,0,1,1,0,0,Purdue,0
"Waddell, Brian ",17,0,138,8.1,3,19,0.158,0,8,0,3,3,1,9,0.5,0,11,11,0.6,6,7,6,1,0,Purdue,0
"Roberts, Demetre",37,36,1273,34.4,203,479,0.424,65,200,0.325,143,179,0.799,614,16.6,16,99,115,3.1,91,157,83,46,5,FDU,1
"Singleton, Grant",36,35,1146,31.8,175,387,0.452,80,210,0.381,70,77,0.909,500,13.9,10,124,134,3.7,75,124,43,68,3,FDU,1
"Almonor, Ansley",36,34,1003,27.9,173,399,0.434,75,197,0.381,68,79,0.861,489,13.6,53,119,172,4.8,106,49,60,20,24,FDU,1
"Munden Jr., Joe ",30,20,660,22,115,243,0.473,24,70,0.343,63,86,0.733,317,10.6,37,107,144,4.8,68,29,46,25,5,FDU,1
"Moore, Sean",36,24,807,22.4,103,220,0.468,25,84,0.298,31,41,0.756,262,7.3,68,96,164,4.6,73,35,41,46,16,FDU,1
"Bligen, Heru",28,8,577,20.6,82,157,0.522,0,1,0,40,63,0.635,204,7.3,58,40,98,3.5,43,17,21,22,5,FDU,1
"Lamaute, Sébastien",32,23,501,15.7,47,130,0.362,17,56,0.304,5,7,0.714,116,3.6,28,72,100,3.1,41,30,27,18,2,FDU,1
"Emanuel, Jo'el",37,2,607,16.4,44,102,0.431,6,19,0.316,26,43,0.605,120,3.2,48,40,88,2.4,91,37,33,18,4,FDU,1
"Tweedy, Cameron",34,0,315,9.3,53,86,0.616,0,0,0,12,21,0.571,118,3.5,43,42,85,2.5,35,17,21,12,5,FDU,1
"Blassingame, Trevon",24,0,185,7.7,18,49,0.367,9,33,0.273,3,5,0.6,48,2,1,18,19,0.8,21,11,12,3,3,FDU,1
"Racine, Pier-Olivier",9,1,29,3.2,4,7,0.571,0,0,0,1,2,0.5,9,1,4,4,8,0.9,4,4,3,2,1,FDU,1
"Reynolds, Brayden",32,1,334,10.4,22,46,0.478,0,5,0,9,23,0.391,53,1.7,6,23,29,0.9,41,31,17,12,1,FDU,1
"Rodriguez, Daniel",10,1,32,3.2,5,6,0.833,0,0,0,0,0,0,10,1,0,3,3,0.3,6,2,4,3,0,FDU,1
"Upshaw, Brandon",2,0,6,3,1,1,1,1,1,1,0,0,0,3,1.5,0,0,0,0,1,2,2,0,0,FDU,1
"Davis, Kendric ",34,34,1188,34.9,228,551,0.414,65,188,0.346,223,261,0.854,744,21.9,18,108,126,3.7,65,185,105,67,6,Memphis,0
"Williams, DeAndre ",35,35,1088,31.1,239,449,0.532,29,72,0.403,112,153,0.732,619,17.7,85,201,286,8.2,105,102,80,51,33,Memphis,0
"Kennedy, Keonte ",25,12,576,23,88,191,0.461,37,97,0.381,18,29,0.621,231,9.2,26,39,65,2.6,58,20,26,29,3,Memphis,0
"McCadden, Elijah ",35,22,865,24.7,102,190,0.537,10,34,0.294,53,83,0.639,267,7.6,52,92,144,4.1,74,52,52,17,11,Memphis,0
"Lomax, Alex ",24,16,662,27.6,62,138,0.449,10,33,0.303,30,38,0.789,164,6.8,13,62,75,3.1,48,76,44,55,2,Memphis,0
"Lawson, Chandler ",35,24,683,19.5,68,120,0.567,7,14,0.5,32,52,0.615,175,5,47,110,157,4.5,77,27,34,25,19,Memphis,0
"Hardaway, Jayden ",29,19,493,17,57,132,0.432,23,68,0.338,21,26,0.808,158,5.4,8,21,29,1,35,16,16,12,4,Memphis,0
"Dandridge, Malcolm ",20,3,290,14.5,42,73,0.575,0,1,0,29,38,0.763,113,5.7,19,53,72,3.6,48,8,24,12,19,Memphis,0
"Franklin, Damaria ",25,1,442,17.7,51,128,0.398,14,51,0.275,11,19,0.579,127,5.1,16,63,79,3.2,55,19,29,22,6,Memphis,0
"Lawson, Johnathan ",29,0,456,15.7,35,76,0.461,19,46,0.413,10,15,0.667,99,3.4,7,36,43,1.5,30,34,29,10,7,Memphis,0
"Akobundu-ehiogu, Kaod",30,9,318,10.6,31,42,0.738,0,1,0,16,29,0.552,78,2.6,13,38,51,1.7,39,4,14,0,47,Memphis,0
"Glennon, Conor ",1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,Memphis,0
"Granja, Ian ",5,0,12,2.4,1,6,0.167,1,4,0.25,0,0,0,3,0.6,0,0,0,0,2,1,2,1,1,Memphis,0
"Martin, Alijah",36,21,951,26.4,161,368,0.438,73,196,0.372,89,113,0.788,484,13.4,59,130,189,5.3,67,52,62,37,10,FAU,4
"Davis, Johnell",37,16,962,26,176,362,0.486,45,126,0.357,112,131,0.855,509,13.8,43,158,201,5.4,66,61,68,56,5,FAU,4
"Goldin, Vladislav",39,39,819,21,158,253,0.625,0,0,0,81,137,0.591,397,10.2,97,158,255,6.5,96,17,51,14,47,FAU,4
"Boyd , Nick",38,37,908,23.9,122,272,0.449,68,170,0.4,28,45,0.622,340,8.9,30,133,163,4.3,70,92,41,29,1,FAU,4
"Forrest, Michael ",37,1,768,20.8,107,264,0.405,54,159,0.34,37,49,0.755,305,8.2,12,71,83,2.2,43,59,38,22,3,FAU,4
"Greenlee, Bryan",39,34,963,24.7,99,238,0.416,55,136,0.404,32,49,0.653,285,7.3,12,88,100,2.6,58,83,62,29,3,FAU,4
"Weatherspoon, Brandon",39,23,622,15.9,68,175,0.389,40,121,0.331,20,28,0.714,196,5,32,55,87,2.2,48,33,14,19,0,FAU,4
"Rosado, Giancarlo ",39,0,655,16.8,87,137,0.635,0,0,0,51,70,0.729,225,5.8,53,82,135,3.5,61,56,41,16,21,FAU,4
"Gaffney, Jalen",38,23,853,22.4,55,167,0.329,32,97,0.33,23,29,0.793,165,4.3,10,94,104,2.7,48,89,40,20,0,FAU,4
"Carroll, Tre",18,0,102,5.7,25,39,0.641,6,11,0.545,6,8,0.75,62,3.4,4,28,32,1.8,14,7,9,0,1,FAU,4
"Gaines, Isaiah",25,1,137,5.5,16,26,0.615,1,1,1,11,20,0.55,44,1.8,14,27,41,1.6,27,6,11,6,4,FAU,4
"Lorient, Brenen",21,0,69,3.3,7,13,0.538,0,0,0,2,5,0.4,16,0.8,6,4,10,0.5,13,2,5,3,5,FAU,4
"Ralat, Alejandro ",14,0,41,2.9,3,12,0.25,1,7,0.143,0,0,0,7,0.5,0,1,1,0.1,1,5,1,1,0,FAU,4
"Filipowski, Kyle",36,36,1047,29.1,189,429,0.441,35,124,0.282,130,170,0.765,543,15.1,90,232,322,8.9,93,56,89,47,26,Duke,1
"Roach, Jeremy",32,30,1061,33.2,159,373,0.426,46,134,0.343,71,91,0.78,435,13.6,21,58,79,2.5,58,99,71,28,0,Duke,1
"Mitchell, Mark",35,35,951,27.2,114,243,0.469,19,54,0.352,71,93,0.763,318,9.1,48,111,159,4.5,35,42,46,22,18,Duke,1
"Proctor, Tyrese",36,34,1057,29.4,115,302,0.381,47,147,0.32,61,70,0.871,338,9.4,17,95,112,3.1,59,119,58,22,4,Duke,1
"Whitehead, Dariq",28,7,576,20.6,83,197,0.421,42,98,0.429,23,29,0.793,231,8.3,12,55,67,2.4,42,27,39,21,6,Duke,1
"Young, Ryan",36,9,638,17.7,89,130,0.685,0,0,0,52,64,0.813,230,6.4,83,116,199,5.5,77,48,42,9,17,Duke,1
"Lively II, Dereck",34,27,698,20.5,77,117,0.658,2,13,0.154,21,35,0.6,177,5.2,72,112,184,5.4,92,37,23,17,82,Duke,1
"Grandison, Jacob",36,0,567,15.8,55,136,0.404,32,95,0.337,16,18,0.889,158,4.4,15,58,73,2,36,48,19,14,2,Duke,1
"Blakes, Jaylen",32,2,422,13.2,33,93,0.355,15,44,0.341,24,37,0.649,105,3.3,9,37,46,1.4,42,39,19,18,5,Duke,1
"Schutt, Jaden",14,0,98,7,10,28,0.357,7,20,0.35,2,4,0.5,29,2.1,3,12,15,1.1,4,6,0,1,2,Duke,1
"Reeves, Christian",13,0,41,3.2,8,11,0.727,0,0,0,4,6,0.667,20,1.5,9,4,13,1,4,1,3,1,0,Duke,1
"Borden, Stanley",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Duke,1
"Catchings, Kale",10,0,32,3.2,4,9,0.444,0,1,0,0,3,0,8,0.8,4,4,8,0.8,3,2,1,1,1,Duke,1
"Hubbard, Spencer",3,0,9,3,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0.3,2,0,2,1,0,Duke,1
"Johns, Max",9,0,27,3,0,2,0,0,0,0,0,0,0,0,0,1,3,4,0.4,2,2,2,2,0,Duke,1
"Abmas, Max",34,34,1226,36.1,233,534,0.436,119,319,0.373,158,172,0.919,743,21.9,18,130,148,4.4,58,136,68,38,6,Oral Roberts,0
"Vanover, Connor",34,34,848,24.9,164,317,0.517,46,142,0.324,57,70,0.814,431,12.7,54,191,245,7.2,47,28,34,24,108,Oral Roberts,0
"McBride, Issac",35,35,1085,31,152,318,0.478,64,157,0.408,46,55,0.836,414,11.8,9,86,95,2.7,35,92,38,23,0,Oral Roberts,0
"Jürgens, Carlos",35,35,890,25.4,124,265,0.468,35,105,0.333,32,53,0.604,315,9,27,115,142,4.1,53,80,42,28,12,Oral Roberts,0
"Thompson, Kareem",35,35,1046,29.9,115,229,0.502,32,82,0.39,34,47,0.723,296,8.5,65,136,201,5.7,54,105,54,46,7,Oral Roberts,0
"Mwamba, Patrick",34,1,695,20.4,103,212,0.486,26,69,0.377,36,61,0.59,268,7.9,37,148,185,5.4,81,21,35,32,19,Oral Roberts,0
"Weaver, DeShang",35,1,469,13.4,89,157,0.567,31,73,0.425,15,26,0.577,224,6.4,30,45,75,2.1,49,6,6,15,24,Oral Roberts,0
"Phipps, Trey",34,0,368,10.8,41,107,0.383,18,53,0.34,29,37,0.784,129,3.8,5,42,47,1.4,41,34,13,19,1,Oral Roberts,0
"Williams, Demari",19,0,94,4.9,17,30,0.567,2,7,0.286,5,9,0.556,41,2.2,9,4,13,0.7,9,3,3,2,1,Oral Roberts,0
"Amboree, Cam",15,0,79,5.3,5,27,0.185,0,10,0,6,6,1,16,1.1,3,8,11,0.7,7,7,11,5,0,Oral Roberts,0
"Clover III, Nate",16,0,98,6.1,12,25,0.48,0,4,0,4,10,0.4,28,1.8,10,11,21,1.3,13,0,8,4,7,Oral Roberts,0
"Herron, Sir Issac",1,0,7,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Oral Roberts,0
"Shannon, Jake",15,0,46,3.1,3,9,0.333,2,6,0.333,2,2,1,10,0.7,2,12,14,0.9,6,2,0,2,1,Oral Roberts,0
"Vescovi, Santiago",33,33,1087,32.9,134,338,0.396,91,246,0.37,55,71,0.775,414,12.5,20,133,153,4.6,63,102,51,60,3,Tennessee,2
"Nkamhoua, Olivier",36,36,912,25.3,157,306,0.513,18,54,0.333,58,83,0.699,390,10.8,59,121,180,5,71,73,58,16,22,Tennessee,2
"Zeigler, Zakai",30,15,860,28.7,105,280,0.375,51,164,0.311,60,72,0.833,321,10.7,10,72,82,2.7,67,161,68,59,6,Tennessee,2
"James, Josiah-Jordan",24,14,606,25.3,84,226,0.372,40,128,0.313,31,36,0.861,239,10,24,89,113,4.7,36,44,25,29,3,Tennessee,2
"Phillips, Julian",32,25,767,24,79,192,0.411,11,46,0.239,97,118,0.822,266,8.3,57,93,150,4.7,56,46,41,20,17,Tennessee,2
"Key, Tyreke",33,15,800,24.2,82,241,0.34,47,141,0.333,60,81,0.741,271,8.2,24,60,84,2.5,50,44,36,22,1,Tennessee,2
"Aidoo, Jonas",35,9,637,18.2,76,150,0.507,5,18,0.278,21,28,0.75,178,5.1,63,108,171,4.9,69,33,28,17,44,Tennessee,2
"Plavsic, Uros",34,20,464,13.6,75,118,0.636,0,0,0,18,53,0.34,168,4.9,48,67,115,3.4,68,24,30,15,10,Tennessee,2
"Mashack, Jahmai",36,13,653,18.1,63,150,0.42,11,35,0.314,33,57,0.579,170,4.7,42,43,85,2.4,65,55,46,51,10,Tennessee,2
"Awaka, Tobe",34,0,352,10.4,45,76,0.592,0,0,0,18,39,0.462,108,3.2,59,69,128,3.8,47,11,13,6,11,Tennessee,2
"Edwards, B.J.",14,0,60,4.3,6,12,0.5,2,5,0.4,3,4,0.75,17,1.2,2,6,8,0.6,1,6,5,1,1,Tennessee,2
"Sulack, Isaiah",3,0,6,2,1,2,0.5,0,0,0,1,1,1,3,1,1,0,1,0.3,1,1,1,0,0,Tennessee,2
"Coyne, Colin",4,0,6,1.5,1,1,1,0,0,0,0,0,0,2,0.5,0,1,1,0.3,0,0,0,0,2,Tennessee,2
"Gilbert, Kent",6,0,12,2,0,4,0,0,3,0,0,0,0,0,0,1,2,3,0.5,1,1,2,1,0,Tennessee,2
"Kegler, Alec",2,0,3,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tennessee,2
"Brown, Jordan ",33,33,1050,31.8,246,431,0.571,4,16,0.25,141,230,0.613,637,19.3,81,203,284,8.6,95,58,94,22,39,Louisiana,0
"Williams, Jr., Greg ",34,34,992,29.2,138,289,0.478,60,153,0.392,96,136,0.706,432,12.7,28,87,115,3.4,68,44,33,37,17,Louisiana,0
"Lewis II, Terence ",34,34,779,22.9,151,246,0.614,0,5,0,68,80,0.85,370,10.9,89,165,254,7.5,44,33,29,28,7,Louisiana,0
"Fulks, Themus ",34,34,990,29.1,117,269,0.435,14,41,0.341,66,95,0.695,314,9.2,16,84,100,2.9,68,205,106,32,1,Louisiana,0
"Garnett, Kentrell ",34,33,932,27.4,70,169,0.414,55,132,0.417,25,31,0.806,220,6.5,7,63,70,2.1,60,28,23,31,3,Louisiana,0
"Dalcourt, Jalen ",34,1,553,16.3,70,183,0.383,42,112,0.375,20,27,0.741,202,5.9,14,31,45,1.3,55,26,23,21,6,Louisiana,0
"Charles, Joe ",33,0,629,19.1,69,149,0.463,26,70,0.371,13,30,0.433,177,5.4,47,88,135,4.1,77,20,28,37,14,Louisiana,0
"Julien, Kobe ",22,0,225,10.2,32,80,0.4,16,44,0.364,11,15,0.733,91,4.1,13,15,28,1.3,27,13,10,9,5,Louisiana,0
"Thomas, Michael ",28,0,343,12.3,25,79,0.316,12,35,0.343,25,30,0.833,87,3.1,8,23,31,1.1,26,52,31,16,1,Louisiana,0
"Sigona, Vinny ",5,0,32,6.4,5,12,0.417,4,9,0.444,0,0,0,14,2.8,0,1,1,0.2,3,2,1,0,0,Louisiana,0
"White, Chancellor ",14,0,103,7.4,12,36,0.333,6,18,0.333,8,14,0.571,38,2.7,7,15,22,1.6,15,4,10,2,3,Louisiana,0
"Richards, Isaiah ",32,1,197,6.2,15,29,0.517,0,0,0,18,32,0.563,48,1.5,19,43,62,1.9,39,4,15,9,6,Louisiana,0
Oscar Tshiebwe,32,30,1075,33,195,348,0.56,0,2,0,137,188,0.729,527,16.5,184,253,437,13.7,93,50,65,52,32,Kentucky,1
Antonio Reeves,34,14,947,27,168,404,0.416,80,201,0.398,72,92,0.783,488,14.4,13,59,72,2.1,70,37,50,14,6,Kentucky,1
Jacob Toppin,33,31,1035,31,158,341,0.463,18,59,0.305,75,113,0.664,409,12.4,63,161,224,6.8,75,74,49,16,16,Kentucky,1
Cason Wallace,32,32,1029,32,139,312,0.446,44,127,0.346,53,70,0.757,375,11.7,30,89,119,3.7,78,136,67,63,15,Kentucky,1
Sahvir Wheeler,21,14,599,28,65,156,0.417,15,41,0.366,16,30,0.533,161,7.7,5,43,48,2.3,39,117,39,19,2,Kentucky,1
Chris Livingston,34,26,762,22,79,184,0.429,18,59,0.305,39,54,0.722,215,6.3,38,104,142,4.2,57,24,31,15,12,Kentucky,1
CJ Fredrick,27,15,601,22,54,154,0.351,34,107,0.318,22,24,0.917,164,6.1,6,15,21,0.8,30,41,14,14,0,Kentucky,1
Ugonna Onyenso,16,0,110,6,18,34,0.529,0,0,0,4,7,0.571,40,2.5,18,24,42,2.6,8,2,4,3,16,Kentucky,1
Adou Thiero,20,0,190,9,10,29,0.345,3,9,0.333,23,33,0.697,46,2.3,16,21,37,1.9,26,8,13,9,6,Kentucky,1
Lance Ware,28,6,273,9,25,38,0.658,0,0,0,7,21,0.333,57,2,21,34,55,2,35,17,17,8,10,Kentucky,1
Daimion Collins,25,1,197,7,17,40,0.425,0,3,0,13,21,0.619,47,1.9,17,30,47,1.9,33,4,18,6,10,Kentucky,1
Brennan Canada,5,1,8,1,1,3,0.333,1,3,0.333,0,0,0,3,0.6,0,1,1,0.2,0,0,0,0,0,Kentucky,1
Walker Horn,4,0,8,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.3,1,1,4,0,0,Kentucky,1
Kareem Watkins,4,0,8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Kentucky,1
"Hopkins, Bryce",33,33,1152,34.9,174,385,0.452,28,77,0.364,145,191,0.759,521,15.8,53,226,279,8.5,73,76,76,27,20,Providence,0
"Carter, Devin",33,33,1055,32,141,330,0.427,35,117,0.299,113,157,0.72,430,13,40,123,163,4.9,68,81,53,59,35,Providence,0
"Croswell, Ed",33,33,948,28.7,172,281,0.612,1,2,0.5,93,141,0.66,438,13.3,127,120,247,7.5,95,23,48,39,30,Providence,0
"Locke, Noah",33,32,918,27.8,132,308,0.429,72,187,0.385,27,34,0.794,363,11,14,63,77,2.3,47,31,33,14,1,Providence,0
